students file: ../12000_students/m_students.txt, start: 06:30:00, end: 23:59:00, N: 50
--------CROWDED EDGES--------
1640109957_1640104233 91
1640104233_1640104237 91
835352929_835352905 91
1640110025_1640109957 90
7231742797_5667358719 88
7231742789_7231742797 81
6808322566_6808322562 81
1640109950_1640109952 80
1649972349_1649972459 79
1649972016_1533476090 79
1649972459_1533467002 79
6766624209_1568670974 77
1640109952_1640118156 75
552449847_1649972124 75
1649972070_1510920478 74
1640104237_1649972349 73
835352905_835352929 73
1650036064_1650036363 72
1649972041_1640109950 70
1658513408_1650035996 70
1640118156_1640118197 69
6779375099_835353029 69
835353018_552450457 69
7231742789_1649972070 69
1640110022_1640118234 69
1649972061_5667387940 69
7218580514_1640118163 68
1658501588_3203441285 68
1533476118_1649972016 66
1510920362_1510920511 65
1640110041_1640109938 64
1650036169_1650036344 63
1640118120_1510920467 63
6789545859_1640110041 63
1650036344_6808309477 63
835352961_552449847 63
1510920467_1510920362 62
1510920388_2155232275 62
1640104234_1640104235 60
1640104235_1640104237 60
1640109958_1640118197 60
1658519801_1640118252 60
1649972260_6808154773 59
835352970_1640118120 59
1649972323_1649972266 59
1649972225_7218580514 59
1640109938_1649972061 59
1649972097_1640110025 57
7231742810_7231742819 56
1510920249_552449851 56
--------LATE PERCENTAGE--------
percent late: 0.0
number late: 0
total classes: 18665
--------TIME--------
19:03:40.891314
