students file: ../1200_students/t_students.txt, start: 06:30:00, end: 23:59:00, N: 50
--------CROWDED EDGES--------
1640104237_1649972349 32
1649972349_1649972459 32
1649972459_1533467002 32
1533467002_6779375098 29
1649972016_1533476090 21
1533476090_4188372130 21
6766624209_1568670974 21
1640110025_1640109957 20
552449847_1533467002 18
1649972097_1640110025 17
835352929_835352905 17
1640109957_1640104233 17
1640104233_1640104237 17
1640109952_1640118156 16
1640118156_1640118197 16
1533476118_1649972016 16
7231742797_5667358719 16
1640118197_1533476114 14
1650035939_1640109980 13
552450062_6766624209 13
1533476114_1649972206 13
1649972206_1533476118 13
1568670974_552449847 13
1640109968_1650035939 12
1640109971_1640109952 12
7231742789_7231742797 12
1658513408_1650035996 11
1640104238_1640104234 11
1640104234_1640104235 11
1640104235_1640104237 11
1640109993_1640109968 11
1640109980_181657835 11
1649972041_1640109950 11
1640109950_1640109952 11
1640118252_1658501579 11
1650036064_1650036363 11
1650035996_1640104238 10
552450801_4188372224 10
1640110023_1649972041 10
1649972419_4455406004 10
1640110022_1640118234 9
1640118178_1649972065 9
1649972065_1640118208 9
1640118208_1649972123 9
1649972123_1640118228 9
1640118228_1658519782 9
1658519782_4188372095 9
4188372095_1658501890 9
1640118127_1640110039 9
1640110051_1640109991 9
--------LATE PERCENTAGE--------
percent late: 0.0
number late: 0
total classes: 1804
--------TIME--------
0:59:38.280179
