students file: ../12000_students/m_students.txt, start: 06:30:00, end: 23:59:00, N: 50
--------CROWDED EDGES--------
7231742797_5667358719 88
1649972349_1649972459 79
1649972459_1533467002 79
1640104237_1649972349 73
1650036064_1650036363 72
835352929_835352905 67
835352970_1640118120 59
6766624209_1568670974 56
7231742810_7231742819 55
1533476090_4188372130 53
1649972016_1533476090 52
4188372090_4188372100 51
7218580514_1640118163 49
1649972351_1649972419 49
1649972419_4455406004 49
1640104233_1640104237 48
1649972260_6808154773 46
1649972097_1640110025 45
1640110025_1640109957 45
1640109957_1640104233 45
552450801_4188372224 45
181657835_1650036049 44
1649972070_1510920478 41
1649972402_5667387938 41
1510920511_6808309480 41
6808309461_5664033045 41
6764767053_6808309463 41
1658501588_3203441285 41
1658502014_6779375099 40
6779375099_835353029 40
835353029_835353018 40
7231742788_7231742789 40
835353018_552450457 40
1510920362_1510920511 40
7231742789_1649972070 40
1649971995_6808322566 39
6808322566_6808322562 39
552449847_1533467002 39
5667387940_5667387938 39
1640118163_1640118245 39
1533467002_552449847 38
552449847_1649972124 38
1510920467_1510920362 38
1640118128_4188372129 37
1640110044_1640110022 37
552450457_7231742788 37
1640110022_1640118234 37
7231742819_5667358719 37
1649972323_1649972266 37
1649972061_5667387940 37
--------LATE PERCENTAGE--------
percent late: 0.0
number late: 0
total classes: 18665
--------TIME--------
16:47:06.939809
