students file: ../600_students/r_students.txt, start: 06:30:00, end: 23:59:00, N: 50
--------CROWDED EDGES--------
1533467002_6779375098 20
1640104237_1649972349 13
1649972349_1649972459 13
1649972459_1533467002 13
835352929_835352905 11
552449847_1533467002 11
7231742797_5667358719 11
552450062_6766624209 10
6766624209_1568670974 10
1568670974_552449847 10
1649972016_1533476090 9
1533476090_4188372130 9
1658501588_3203441285 8
1640109952_1640118156 7
1640118156_1640118197 7
1640110025_1640109957 7
1640118197_1533476114 7
1640104235_1640104237 7
1533476114_1649972206 7
1649972206_1533476118 7
1533476118_1649972016 7
1640104233_1640104237 7
4188372130_552450062 7
1533467002_552449847 7
835352970_1640118120 7
7231742789_7231742797 7
7231742819_5667358719 7
1650036064_1650036363 7
1640109977_1640109957 7
3203441285_3203441289 7
1658513408_1650035996 6
1650035996_1640104238 6
1640104238_1640104234 6
181657835_1649972097 6
1649972097_1640110025 6
1640104234_1640104235 6
1640110023_1649972041 6
1640109957_1640104233 6
1649972041_1640109950 6
1640109950_1640109952 6
552449847_1649972124 6
1640118120_1510920467 6
1510920467_1510920362 6
1510920362_1510920511 6
7231742788_7231742789 6
1640109937_1640118159 6
1510920249_552449851 6
1640118159_3203441294 6
1658501843_2155232272 6
1640109987_1649972133 5
--------LATE PERCENTAGE--------
percent late: 0.0
number late: 0
total classes: 917
--------TIME--------
0:38:45.879175
