students file: ../600_students/w_students.txt, start: 06:30:00, end: 23:59:00, N: 50
--------CROWDED EDGES--------
1533467002_6779375098 12
552449847_1533467002 9
1649972459_1533467002 8
6766624209_1568670974 8
1640104237_1649972349 7
1649972349_1649972459 7
1649972016_1533476090 6
1533476090_4188372130 6
835352929_835352905 6
835352970_1640118120 6
1649972402_5667387938 6
1640104233_1640109957 6
1533476118_1649972016 5
1640110025_1640109957 5
1650036169_1650036344 5
1640104233_1640104237 5
5667387940_5667387938 5
7231742810_7231742819 5
1650036344_1650036363 5
1533468569_6808154773 5
6779375098_1533467002 5
1658513408_1650035996 4
1650035996_1640104238 4
1640109952_1640118156 4
1640104238_1640104234 4
1640118156_1640118197 4
1640104234_1640104235 4
1640118197_1533476114 4
1640104235_1640104237 4
1533476114_1649972206 4
1649972206_1533476118 4
1640118178_1649972065 4
1649972065_1640118208 4
1640118208_1640118180 4
4188372130_552450062 4
1640109958_1640118197 4
552449847_1649972124 4
1649972327_1640110044 4
552450801_4188372224 4
1640110044_1640110022 4
1649941111_1640109976 4
1640109976_6789545859 4
6789545859_1640110041 4
1640110041_1640109938 4
1649971995_6808322566 4
1649972097_1640110025 4
1640109938_1649972061 4
552450062_6766624209 4
1640109957_1640104233 4
1658501588_3203441285 4
--------LATE PERCENTAGE--------
percent late: 0.0
number late: 0
total classes: 945
--------TIME--------
0:48:59.777390
